,fino,int1,int2,grueso,solidos,velocidad,potencia,cu,sentidogiro,relacionfinogrueso,relacionfecu,alimreal
7910,36.51,21.73,24.23,17.51,72.15,8.97,22469.87,0.4,1.0,1.2410051399200457,8.0,4377.42
7911,36.21,21.83,23.77,17.55,72.07,9.1,22914.91,0.41,1.0,1.2438746438746437,7.731707317073171,4351.42
7912,35.16,22.07,24.48,17.29,72.0,9.27,23481.18,0.41,1.0,1.2764603817235396,7.7804878048780495,4414.94
7913,36.75,21.94,24.26,16.82,72.03,9.25,23243.68,0.44,1.0,1.3043995243757431,7.340909090909091,4375.02
7914,36.6,22.22,24.34,16.34,71.86,9.18,23217.99,0.45,1.0,1.3598531211750304,7.088888888888889,4358.95
7915,38.58,22.42,23.31,16.32,71.86,9.29,23332.91,0.54,1.0,1.3737745098039216,6.0740740740740735,4322.87
7916,37.28,21.64,24.09,17.95,72.15,9.07,22824.23,0.45,1.0,1.2055710306406686,6.866666666666666,4332.200000000001
7917,34.87,21.59,25.07,18.29,72.05,9.17,23145.36,0.44,1.0,1.1804264625478404,7.090909090909091,4330.3
7918,36.39,22.02,25.08,16.01,72.0,9.19,23381.05,0.41,1.0,1.3753903810118675,7.463414634146342,4244.41
7919,35.23,22.01,24.63,16.89,71.61,9.24,23392.34,0.4,1.0,1.3031379514505625,7.55,4077.58
7920,37.61,22.2,23.89,16.76,71.94,9.08,22901.58,0.4,1.0,1.3245823389021478,7.425,4129.96
7921,36.43,22.17,24.24,16.58,71.85,9.09,22950.61,0.41,1.0,1.3371531966224368,7.024390243902439,4158.51
7922,34.87,21.85,25.06,16.38,72.14,9.14,23183.05,0.39,1.0,1.333943833943834,7.487179487179486,4190.63
7923,36.05,21.67,24.84,17.62,72.15,9.34,23694.66,0.39,1.0,1.2298524404086266,7.6410256410256405,4223.2300000000005
7924,34.45,21.74,24.63,17.2,71.91,9.34,23578.21,0.38,1.0,1.263953488372093,7.605263157894737,4173.32
7925,37.84,22.61,23.83,16.63,71.92,9.34,23499.75,0.38,1.0,1.359591100420926,7.7631578947368425,4310.450000000001
7926,35.67,21.58,25.15,17.23,71.88,9.16,23253.4,0.36,1.0,1.252466627974463,8.027777777777779,4205.34
7927,36.12,22.25,24.22,17.17,72.1,9.21,23276.87,0.35,1.0,1.2958648806057076,8.114285714285714,4292.24
7928,36.85,22.27,23.83,16.55,72.09,9.2,23162.39,0.37,1.0,1.345619335347432,7.702702702702703,4265.85
7929,37.23,22.15,24.25,16.14,72.14,9.34,23472.63,0.37,1.0,1.3723667905824037,7.621621621621621,4288.8
7930,37.65,22.25,24.66,15.46,72.02,9.27,23249.11,0.39,1.0,1.4391979301423026,7.23076923076923,4297.17
7931,38.31,22.36,24.06,14.97,71.96,9.21,22876.95,0.39,1.0,1.4936539746158983,7.128205128205128,4297.56
7932,41.43,22.53,23.5,13.81,71.84,9.2,23229.58,0.37,1.0,1.6314265025343955,7.783783783783783,4265.79
7933,37.09,22.16,24.39,16.43,71.83,9.34,23507.16,0.37,1.0,1.3487522824102252,7.756756756756757,4242.59
7934,36.95,22.53,24.03,16.25,71.89,9.34,23622.5,0.36,1.0,1.3864615384615386,7.805555555555556,4273.12
7935,39.55,22.65,24.02,15.07,72.18,9.3,23427.21,0.4,1.0,1.5029860650298605,7.249999999999999,4099.16
7936,38.26,22.23,25.12,14.67,72.77,9.2,23171.83,0.39,1.0,1.5153374233128836,7.3076923076923075,4103.49
7937,37.22,22.58,24.45,16.29,73.57,9.29,23510.74,0.35,1.0,1.3861264579496624,8.257142857142858,4130.69
7938,34.67,22.22,24.77,16.92,73.26,9.33,23621.63,0.34,1.0,1.313238770685579,8.294117647058822,4091.5600000000004
7939,37.08,22.54,24.25,15.26,72.02,9.33,23589.79,0.36,1.0,1.4770642201834863,8.083333333333334,4059.61
7940,36.2,22.48,24.47,16.16,71.91,9.33,23701.58,0.34,1.0,1.391089108910891,8.735294117647058,4031.7799999999997
7941,36.77,22.26,24.81,15.36,71.94,9.3,23552.49,0.34,1.0,1.4492187500000002,8.470588235294116,4083.25
7942,36.78,22.06,25.35,16.67,71.98,9.34,23610.99,0.38,1.0,1.3233353329334132,7.684210526315789,4132.33
7943,37.93,22.24,25.03,15.26,72.15,9.29,23526.41,0.34,1.0,1.45740498034076,8.588235294117647,4172.370000000001
7944,37.27,22.1,24.94,15.73,72.3,9.24,23428.9,0.33,1.0,1.4049586776859504,9.09090909090909,4319.339999999999
7945,37.7,22.54,25.19,14.75,71.88,9.34,23729.29,0.36,1.0,1.5281355932203389,8.222222222222223,4125.97
7946,36.43,22.08,25.14,16.1,72.21,9.28,23494.24,0.39,1.0,1.3714285714285712,7.666666666666667,4164.849999999999
7947,37.46,22.6,25.19,14.16,71.85,7.99,20210.63,0.4,1.0,1.596045197740113,7.425,4175.290000000001
7952,36.23,22.07,24.36,16.7,72.82,9.25,23187.41,0.36,1.0,1.321556886227545,8.38888888888889,4057.52
7953,38.14,22.5,24.67,15.96,72.6,8.99,22390.26,0.42,1.0,1.4097744360902256,6.809523809523809,4258.13
7954,36.61,22.18,24.43,16.26,72.28,9.1,22773.98,0.38,1.0,1.3640836408364083,7.815789473684211,4211.3099999999995
7955,37.12,22.02,23.97,17.16,72.15,9.09,22671.75,0.39,1.0,1.2832167832167831,7.564102564102564,4266.76
7956,39.49,22.16,23.75,16.39,72.24,9.09,22682.82,0.41,1.0,1.3520439292251372,7.146341463414635,4302.48
7957,36.89,21.87,24.21,16.4,72.05,9.1,22500.68,0.41,1.0,1.3335365853658538,7.121951219512195,4305.38
7958,38.59,22.28,24.51,15.93,72.0,9.13,22790.62,0.4,1.0,1.398618957940992,7.375,4348.959999999999
7959,36.59,22.64,24.19,15.33,72.0,9.13,22936.01,0.4,1.0,1.4768427919112852,7.574999999999999,4318.7
7960,36.71,21.52,24.72,16.14,72.11,9.13,22773.15,0.41,1.0,1.3333333333333333,7.2682926829268295,4366.780000000001
7961,37.61,22.33,23.81,14.76,72.13,9.14,22878.23,0.41,1.0,1.5128726287262872,7.243902439024391,4348.17
7962,40.09,22.94,23.38,14.02,71.93,9.12,22780.79,0.37,1.0,1.6362339514978603,8.0,4344.749999999999
7963,42.55,22.78,23.61,13.0,72.06,9.04,22412.22,0.39,1.0,1.7523076923076923,7.6410256410256405,4336.5
7964,40.21,23.09,22.93,11.66,72.5,9.09,22629.14,0.43,1.0,1.9802744425385934,6.767441860465117,4332.97
7965,41.19,23.55,23.11,12.86,72.24,9.09,22779.61,0.38,1.0,1.8312597200622085,7.842105263157895,4352.76
7966,41.49,23.3,22.69,11.79,72.3,9.12,22551.45,0.42,1.0,1.976251060220526,7.095238095238096,4367.969999999999
7967,43.69,22.58,23.54,12.6,72.07,9.02,22027.7,0.41,1.0,1.792063492063492,7.414634146341464,4371.83
7968,39.36,22.78,23.71,13.8,71.91,8.99,21981.48,0.4,1.0,1.6507246376811595,7.6,4356.06
7969,41.27,22.82,23.16,12.81,73.15,9.0,21813.58,0.4,1.0,1.7814207650273224,7.874999999999999,4385.45
7970,42.09,22.45,21.07,13.18,74.25,8.95,21571.98,0.4,1.0,1.7033383915022762,7.824999999999999,4376.37
7971,41.49,22.43,22.72,12.09,74.66,9.0,21693.29,0.43,1.0,1.8552522746071134,7.232558139534883,4376.710000000001
7972,40.79,22.36,21.68,13.45,74.65,8.87,20960.36,0.43,1.0,1.662453531598513,7.27906976744186,4326.08
7973,42.61,23.01,21.62,12.12,74.87,8.84,21011.18,0.41,1.0,1.8985148514851489,7.75609756097561,4347.62
7974,41.12,22.83,22.04,12.29,74.81,9.0,21480.85,0.47,1.0,1.8576078112286412,6.74468085106383,4335.6900000000005
7975,41.03,22.88,21.86,15.07,75.12,8.93,21386.89,0.43,1.0,1.5182481751824817,7.627906976744185,4362.42
7976,44.78,22.37,21.64,12.01,75.03,8.94,21301.11,0.43,1.0,1.862614487926728,7.372093023255814,4326.990000000001
7977,43.8,23.04,21.18,12.56,74.83,8.92,21184.13,0.44,1.0,1.8343949044585985,7.1818181818181825,4331.57
7979,38.93,22.65,22.26,14.25,74.71,8.87,20837.9,0.47,1.0,1.5894736842105261,6.595744680851064,4305.42
7980,43.74,23.03,22.2,11.29,75.05,8.92,21131.44,0.45,1.0,2.039858281665191,6.955555555555555,4334.709999999999
7981,39.56,23.16,23.68,11.58,75.05,8.94,21465.94,0.42,1.0,2.0,7.476190476190477,4363.370000000001
7983,44.32,23.45,22.39,10.56,74.96,8.9,20945.4,0.45,1.0,2.220643939393939,6.866666666666666,4373.04
7984,42.86,22.31,23.15,12.01,75.46,8.95,21156.88,0.46,1.0,1.857618651124063,6.717391304347825,4325.28
7985,41.34,22.56,23.09,12.44,75.77,8.93,21257.54,0.48,1.0,1.8135048231511253,6.416666666666667,4324.71
7986,43.94,22.87,22.74,11.19,75.86,8.89,20572.49,0.46,1.0,2.0437890974084008,6.695652173913043,4367.3099999999995
7987,42.63,22.86,23.36,11.88,75.76,8.98,20856.96,0.46,1.0,1.924242424242424,6.782608695652174,4338.98
7988,42.93,22.73,22.84,11.34,75.9,8.92,20657.99,0.46,1.0,2.004409171075838,6.826086956521739,4356.84
7989,42.24,22.85,23.45,11.66,75.75,8.98,20944.91,0.48,1.0,1.9596912521440824,6.333333333333334,4216.53
7990,43.18,23.33,22.81,11.2,75.91,8.94,20856.04,0.49,1.0,2.0830357142857143,6.285714285714286,4327.46
7991,41.87,23.25,22.68,11.22,76.09,9.05,21292.25,0.5,1.0,2.072192513368984,6.38,4263.6
7992,45.54,23.31,22.03,9.7,76.11,8.98,20880.23,0.44,1.0,2.4030927835051545,7.113636363636363,4339.900000000001
7993,44.53,23.32,22.35,8.85,76.15,8.99,20635.77,0.48,1.0,2.6350282485875707,6.625000000000001,4383.280000000001
7994,44.25,23.08,22.48,10.69,75.98,9.02,20723.67,0.54,1.0,2.159027128157156,5.796296296296296,4323.150000000001
7995,45.21,23.16,22.06,9.47,75.89,8.97,20748.37,0.54,1.0,2.4456177402323123,5.888888888888888,4289.15
7996,43.94,22.61,22.05,12.35,76.03,8.97,20751.05,0.53,1.0,1.8307692307692307,6.056603773584905,4314.91
7997,40.82,22.21,23.11,14.16,76.12,8.85,20858.62,0.5,1.0,1.5685028248587571,6.22,4395.54
7998,40.86,22.13,22.35,15.6,75.98,8.97,21643.62,0.5,1.0,1.4185897435897437,6.24,4380.009999999999
7999,42.58,22.31,22.38,14.33,75.92,8.97,21687.59,0.51,1.0,1.5568736915561758,6.1764705882352935,4330.83
8000,41.87,21.63,22.51,14.56,75.86,8.93,21372.09,0.53,1.0,1.485576923076923,5.849056603773585,4342.78
8001,39.92,21.83,22.55,14.5,76.07,8.93,21407.36,0.56,1.0,1.5055172413793103,5.553571428571428,4421.24
8002,41.18,22.29,21.97,14.81,76.1,8.93,21249.86,0.49,1.0,1.5050641458474003,6.224489795918367,4399.8
8003,42.6,22.06,22.58,14.54,76.02,8.85,21031.05,0.53,1.0,1.5171939477303988,5.716981132075471,4388.05
8004,42.08,22.08,23.14,13.01,75.88,8.85,21025.71,0.52,1.0,1.6971560338201384,5.826923076923077,4353.25
8005,39.89,21.89,22.84,14.48,75.77,8.87,21218.19,0.6,1.0,1.5117403314917126,5.05,4240.070000000001
8006,39.89,22.31,23.07,13.81,75.86,8.9,21446.05,0.6,1.0,1.615496017378711,5.066666666666667,4169.68
8007,43.09,22.14,22.88,12.75,75.76,8.9,21273.78,0.53,1.0,1.7364705882352942,5.60377358490566,4175.01
8008,40.69,22.33,22.37,12.96,75.94,8.83,21044.74,0.59,1.0,1.7229938271604937,5.220338983050848,4185.99
8009,44.88,23.26,21.65,10.32,74.85,8.59,20599.65,0.57,1.0,2.253875968992248,5.210526315789474,3800.4
8010,44.1,22.78,21.81,11.05,75.91,8.8,20858.5,0.64,1.0,2.0615384615384613,4.578125,3885.1400000000003
8011,44.35,22.97,22.09,11.32,75.95,8.48,20146.96,0.62,1.0,2.0291519434628973,4.854838709677419,4009.7500000000005
8013,40.96,22.63,22.16,13.56,76.23,9.18,22121.38,0.65,1.0,1.6688790560471976,4.692307692307692,4208.26
8014,41.32,22.33,22.3,14.47,76.02,8.93,21495.78,0.61,1.0,1.543192812715964,4.885245901639344,4213.34
8017,42.59,22.79,22.78,11.94,75.99,9.06,21552.54,0.58,1.0,1.9087102177554438,5.103448275862069,4151.07
8018,43.41,22.39,21.51,13.16,76.0,8.64,20420.41,0.57,1.0,1.7013677811550152,5.315789473684211,4121.91
8020,41.02,22.24,22.9,13.36,76.13,8.71,20399.67,0.59,1.0,1.6646706586826348,5.101694915254237,4274.93
8021,42.39,22.1,21.85,13.82,76.0,8.66,20069.13,0.47,1.0,1.5991316931982635,6.531914893617022,4207.2
8022,42.53,22.57,22.09,12.22,76.05,8.62,20103.88,0.49,1.0,1.8469721767594107,6.142857142857142,4155.01
8023,45.61,22.55,21.89,11.08,76.66,8.72,20133.59,0.48,1.0,2.0351985559566788,6.458333333333334,4464.64
8073,44.88,22.53,19.68,12.52,76.1,8.83,20033.05,0.74,1.0,1.7995207667731632,4.121621621621621,4168.9
8092,39.59,22.13,23.34,14.48,75.91,8.83,20074.16,0.69,1.0,1.5283149171270718,4.9565217391304355,4050.5200000000004
8093,40.39,21.82,24.07,14.93,76.03,8.91,20737.8,0.7,1.0,1.461486939048895,5.014285714285714,4122.5199999999995
8094,39.98,21.77,23.73,14.77,75.91,8.96,20947.31,0.68,1.0,1.4739336492890995,5.102941176470588,4147.530000000001
8096,37.4,21.84,24.21,14.71,76.1,8.96,21270.86,0.7,1.0,1.4847042828008157,5.085714285714286,4087.83
8097,39.28,22.23,23.93,14.31,76.03,8.98,21335.8,0.73,1.0,1.5534591194968552,4.876712328767123,4136.200000000001
8098,40.49,22.11,24.66,13.97,75.95,9.04,21339.04,0.67,1.0,1.5826771653543306,5.3283582089552235,4147.139999999999
8099,36.34,21.45,25.37,15.9,76.02,9.06,21569.8,0.69,1.0,1.349056603773585,5.217391304347827,4131.4
8100,34.33,21.48,25.61,17.17,75.97,8.98,21473.83,0.71,1.0,1.2510192195690155,4.915492957746479,4058.7
8101,36.59,21.5,26.08,15.3,75.98,8.9,21239.56,0.67,1.0,1.4052287581699345,5.432835820895522,4104.52
8102,36.9,21.57,24.93,15.62,76.07,9.01,21131.98,0.68,1.0,1.3809218950064022,5.4411764705882355,4135.549999999999
8103,36.18,21.18,25.41,16.13,75.84,8.98,21461.73,0.65,1.0,1.3130812151270925,5.553846153846154,4065.3899999999994
8104,38.98,21.54,24.42,14.55,75.93,9.07,21780.37,0.65,1.0,1.4804123711340205,5.615384615384615,4038.9700000000003
8105,38.9,21.91,24.85,15.08,75.78,8.99,21678.82,0.6,1.0,1.452917771883289,6.133333333333334,4046.1400000000003
8106,37.53,21.82,24.51,16.1,76.07,9.09,21847.11,0.64,1.0,1.35527950310559,5.75,4075.79
8107,39.93,22.26,23.84,14.76,76.05,9.04,21598.21,0.68,1.0,1.5081300813008132,5.485294117647058,4017.8700000000003
8108,37.38,22.1,24.68,15.15,76.03,9.0,21615.35,0.65,1.0,1.4587458745874589,5.630769230769231,3975.6500000000005
8109,37.26,22.29,24.68,15.36,75.9,9.18,21905.67,0.64,1.0,1.451171875,5.921875,4049.0
8110,36.39,21.77,25.68,15.66,75.96,9.05,21836.41,0.62,1.0,1.3901660280970625,6.0,4050.4700000000003
8111,38.73,21.91,24.23,15.02,76.0,9.14,22143.31,0.64,1.0,1.4587217043941412,5.890625,4061.18
8112,39.85,22.43,23.66,13.5,76.21,9.12,21853.16,0.65,1.0,1.6614814814814816,5.7384615384615385,4086.43
8113,40.52,22.34,24.38,14.04,75.79,9.13,22054.77,0.66,1.0,1.5911680911680912,5.696969696969696,4086.08
8114,39.83,22.89,24.35,13.04,75.04,9.2,21972.93,0.64,1.0,1.7553680981595094,6.0,4066.8699999999994
8115,38.19,22.57,25.66,13.96,75.05,9.22,22214.55,0.67,1.0,1.6167621776504297,5.746268656716418,4036.1199999999994
8118,37.12,22.02,26.69,14.49,74.74,9.24,22599.79,0.68,1.0,1.5196687370600415,5.661764705882352,3987.8099999999995
8120,36.16,22.13,26.85,14.97,74.09,9.21,22546.82,0.66,1.0,1.4782899131596525,5.96969696969697,4023.33
8121,37.72,21.93,26.19,15.9,74.04,9.19,22621.95,0.64,1.0,1.379245283018868,6.109375,4052.1499999999996
8122,36.58,21.31,27.53,15.87,74.12,9.15,22544.22,0.65,1.0,1.3427851291745432,5.938461538461538,4060.9599999999996
8123,35.46,22.05,26.32,15.3,73.89,9.16,22382.79,0.67,1.0,1.4411764705882353,5.820895522388059,4036.6500000000005
8124,34.98,21.68,26.8,15.67,74.03,9.15,22379.29,0.66,1.0,1.383535417996171,6.0,4155.599999999999
8125,34.77,21.87,26.5,15.79,74.02,9.15,22365.34,0.6,1.0,1.385053831538949,6.6000000000000005,4141.36
8126,34.34,21.08,26.73,17.5,73.94,9.19,22602.71,0.63,1.0,1.2045714285714284,6.301587301587302,4099.96
8127,33.51,21.54,25.9,18.21,73.63,9.22,22678.62,0.61,1.0,1.1828665568369028,6.491803278688525,4122.16
8128,34.15,20.91,27.59,17.18,73.26,9.23,22769.05,0.57,1.0,1.2171129220023282,7.035087719298246,4100.950000000001
8129,34.89,21.52,26.83,17.37,73.12,9.24,22880.44,0.6,1.0,1.2389176741508348,6.716666666666668,4131.92
8130,35.71,21.42,27.09,16.39,73.15,9.24,22756.64,0.6,1.0,1.3068944478340452,6.633333333333334,4133.08
8134,34.61,21.66,27.23,16.3,72.93,9.28,22944.93,0.62,1.0,1.3288343558282207,6.354838709677419,4162.59
8140,36.69,22.21,27.15,14.39,71.06,9.39,23530.66,0.58,1.0,1.5434329395413482,6.706896551724139,3946.34
8142,36.74,21.95,28.08,14.31,71.49,9.26,23105.46,0.58,1.0,1.5338923829489866,6.603448275862069,3868.3099999999995
8143,35.72,21.48,28.58,15.33,71.7,9.26,23132.5,0.53,1.0,1.401174168297456,7.245283018867924,3857.65
8144,32.99,21.25,28.59,16.53,71.65,9.3,23334.63,0.52,1.0,1.2855414398064124,7.365384615384615,3781.1600000000003
8148,35.22,21.51,28.19,15.88,71.35,9.36,23426.98,0.51,1.0,1.3545340050377834,7.411764705882352,3804.0299999999997
8149,33.93,21.66,27.73,15.34,71.66,9.34,23457.23,0.5,1.0,1.411994784876141,7.48,3788.3999999999996
8150,35.44,21.84,27.58,15.35,72.05,9.34,23307.61,0.48,1.0,1.422801302931596,7.833333333333333,3782.0699999999997
8151,36.17,22.14,27.06,14.49,72.15,9.35,23215.33,0.45,1.0,1.5279503105590062,8.422222222222222,3755.1000000000004
8152,36.43,21.9,26.97,15.17,72.73,9.3,23117.99,0.45,1.0,1.4436387607119314,8.333333333333334,4202.18
8153,36.32,22.14,26.61,15.2,72.11,9.31,23239.54,0.47,1.0,1.4565789473684212,7.872340425531916,4017.26
8154,37.17,22.42,26.28,14.77,72.18,9.3,23390.8,0.48,1.0,1.5179417738659446,7.8125,3952.5299999999997
8155,36.92,22.66,26.81,13.17,71.86,9.34,23495.31,0.46,1.0,1.7205770690964313,7.934782608695651,3730.86
8156,35.39,22.42,27.1,14.74,71.87,9.32,23435.82,0.47,1.0,1.5210312075983718,7.595744680851064,3820.09
8157,35.4,22.35,27.35,14.3,71.91,9.31,23406.16,0.45,1.0,1.562937062937063,8.11111111111111,3735.4900000000007
8158,37.51,22.28,26.86,14.28,71.87,9.32,23210.8,0.47,1.0,1.5602240896358546,7.808510638297872,3852.9700000000003
8159,34.84,22.23,26.84,14.87,72.31,9.25,23029.2,0.5,1.0,1.4949562878278413,7.44,4019.3899999999994
8160,35.9,22.19,27.09,14.77,73.22,9.24,23225.6,0.5,1.0,1.5023696682464456,7.24,4088.9300000000007
8161,37.67,22.52,26.42,14.42,72.6,9.31,23470.18,0.46,1.0,1.5617198335644937,7.934782608695651,3815.5
8162,36.51,22.58,26.22,14.93,72.11,9.32,23351.24,0.51,1.0,1.5123911587407903,7.176470588235294,3815.71
8163,36.59,21.61,27.87,14.91,72.36,9.27,23172.87,0.52,1.0,1.449362843729041,7.038461538461538,3941.58
8164,31.16,19.95,28.41,20.2,72.95,9.19,23101.04,0.6,1.0,0.9876237623762376,6.05,4198.63
8165,33.73,20.79,27.54,17.65,73.29,9.15,22749.49,0.56,1.0,1.1779036827195468,6.482142857142857,4060.0300000000007
8166,35.69,20.99,25.79,17.73,74.12,8.9,21876.99,0.57,1.0,1.1838691483361532,6.298245614035088,4176.52
8167,35.06,20.91,26.28,17.97,74.45,9.04,22520.82,0.61,1.0,1.1636060100166945,5.60655737704918,4158.09
8168,37.88,21.62,25.44,16.2,74.79,9.0,22071.61,0.59,1.0,1.334567901234568,5.88135593220339,4158.19
8169,39.98,21.95,25.07,14.17,74.94,8.95,21670.61,0.59,1.0,1.549047282992237,5.8474576271186445,4133.080000000001
8170,38.62,21.65,24.17,15.43,74.93,8.74,20962.76,0.63,1.0,1.4031108230719378,5.492063492063492,4099.99
8171,38.7,22.41,23.2,13.48,75.02,8.7,20754.81,0.63,1.0,1.6624629080118694,5.380952380952381,4155.030000000001
8172,38.54,22.34,23.89,14.74,75.8,8.74,21068.2,0.63,1.0,1.5156037991858886,5.476190476190476,4387.15
8179,40.1,22.38,24.29,14.27,72.65,8.94,22110.31,0.57,1.0,1.5683251576734407,6.035087719298246,4045.2400000000002
8180,37.89,21.95,25.16,15.75,73.57,8.79,21614.5,0.54,1.0,1.3936507936507936,6.444444444444444,4132.0
8181,38.34,21.46,25.48,15.58,74.15,8.94,22279.69,0.57,1.0,1.3774069319640565,5.982456140350878,4100.18
8182,37.65,21.59,24.48,16.18,74.54,8.95,22500.07,0.59,1.0,1.334363411619283,5.9491525423728815,4111.09
8183,36.62,21.65,25.78,15.86,74.85,9.0,22524.28,0.51,1.0,1.3650693568726355,6.92156862745098,4094.5000000000005
8184,37.31,21.52,25.58,15.92,74.87,9.0,22472.96,0.58,1.0,1.3517587939698492,6.017241379310345,4100.78
8185,34.32,21.83,25.75,16.52,74.77,8.99,22422.62,0.55,1.0,1.3214285714285714,6.327272727272727,4132.36
8186,35.18,21.81,26.15,15.54,74.89,8.89,22143.36,0.51,1.0,1.4034749034749034,6.588235294117647,4172.51
8187,36.73,21.65,25.86,15.73,74.88,8.95,22509.72,0.53,1.0,1.376350921805467,6.547169811320755,4193.45
8188,38.12,21.44,24.66,16.17,75.2,8.94,22266.11,0.49,1.0,1.3259121830550402,6.979591836734694,4235.25
8189,35.32,21.11,24.54,17.79,75.11,8.95,22272.96,0.52,1.0,1.1866216975829118,6.576923076923077,4185.79
8190,36.2,20.94,24.54,17.74,75.06,8.95,22306.08,0.51,1.0,1.1803833145434048,6.666666666666666,4256.42
8191,36.75,21.23,24.37,17.45,75.08,8.85,21873.05,0.5,1.0,1.2166189111747852,6.76,4257.139999999999
8192,36.56,21.29,24.15,17.22,74.98,8.86,22165.03,0.48,1.0,1.2363530778164924,7.062500000000001,4330.93
8193,39.61,21.23,24.13,17.2,75.0,9.0,22872.61,0.48,1.0,1.2343023255813954,6.854166666666667,4302.780000000001
8194,38.45,21.88,23.17,15.45,75.24,9.05,22635.49,0.47,1.0,1.4161812297734628,7.0212765957446805,4258.28
8195,39.31,21.66,24.06,15.79,74.93,9.14,22727.45,0.48,1.0,1.371754274857505,6.979166666666667,4175.74
8196,39.41,21.62,24.46,15.69,74.99,8.99,22648.22,0.47,1.0,1.3779477374123648,7.085106382978724,4245.389999999999
8197,34.32,20.57,23.75,20.06,75.06,8.94,23025.05,0.47,1.0,1.0254237288135595,7.042553191489362,4269.86
8198,36.25,20.66,22.54,19.9,74.82,9.14,23692.61,0.45,1.0,1.0381909547738695,7.311111111111111,4155.360000000001
8199,34.66,20.05,24.26,21.22,74.8,9.15,23572.06,0.43,1.0,0.9448633364750236,7.44186046511628,4204.6
8200,35.4,20.5,23.93,20.96,75.0,9.14,23156.78,0.49,1.0,0.9780534351145038,6.795918367346939,4237.47
8201,35.91,20.18,24.94,19.23,75.03,9.04,22661.13,0.47,1.0,1.0494019760790432,6.9787234042553195,4249.61
8202,36.85,20.64,24.14,19.4,75.07,9.05,22552.82,0.56,1.0,1.063917525773196,5.982142857142857,4183.3099999999995
8203,36.63,21.54,23.62,17.43,75.14,9.04,22330.3,0.52,1.0,1.2358003442340793,6.480769230769231,4165.660000000001
8204,37.83,20.85,23.97,17.74,75.04,8.95,21848.87,0.53,1.0,1.1753100338218716,6.283018867924528,4189.62
8205,38.34,21.69,23.49,17.49,75.03,8.8,21090.78,0.52,1.0,1.240137221269297,6.365384615384615,4183.58
8206,37.43,21.04,23.05,17.66,75.04,8.85,21470.44,0.48,1.0,1.1913929784824462,6.916666666666667,4165.469999999999
8207,38.8,21.23,23.1,17.47,75.19,8.9,21679.33,0.49,1.0,1.2152261018889525,6.63265306122449,4182.31
8208,37.38,20.5,23.29,18.29,75.09,8.84,21427.99,0.45,1.0,1.1208310552214324,6.822222222222222,4188.11
8209,40.82,20.8,23.29,16.43,75.13,8.84,21098.43,0.43,1.0,1.2659768715763848,7.046511627906977,4195.46
8210,44.7,22.12,20.97,13.23,75.01,8.8,20730.69,0.48,1.0,1.671957671957672,6.208333333333334,4184.85
8211,40.72,21.85,21.48,15.28,75.08,8.65,20220.01,0.46,1.0,1.429973821989529,6.369565217391305,4226.22
8212,40.85,21.5,22.43,14.84,74.97,8.59,20319.96,0.49,1.0,1.4487870619946093,5.918367346938775,4222.45
8213,44.13,22.52,21.2,12.1,74.92,8.6,20117.37,0.49,1.0,1.8611570247933884,5.857142857142858,4280.92
8218,49.7,22.56,18.71,9.49,75.92,8.6,20311.4,0.64,1.0,2.377239199157007,4.484375,4391.65
8219,49.99,22.32,18.75,9.48,75.89,8.74,20847.8,0.61,1.0,2.3544303797468356,4.557377049180328,4387.55
8220,51.03,22.76,18.87,9.4,75.94,8.85,21174.89,0.62,1.0,2.421276595744681,4.532258064516129,4364.629999999999
8221,46.63,22.6,19.36,10.37,76.05,8.66,20455.27,0.61,1.0,2.179363548698168,4.7377049180327875,4272.7
8222,46.44,23.17,19.19,10.64,76.06,8.81,21199.68,0.63,1.0,2.1776315789473686,4.6190476190476195,4359.29
8223,43.12,22.31,21.54,11.59,76.07,8.95,22220.84,0.55,1.0,1.9249352890422777,5.418181818181818,4293.800000000001
8224,43.02,22.62,21.74,12.61,75.87,9.0,22237.25,0.59,1.0,1.7938144329896908,5.135593220338983,4158.450000000001
8225,39.76,21.8,22.21,16.19,76.05,8.95,22035.5,0.56,1.0,1.3465101914762199,5.357142857142857,4092.67
8226,38.22,21.61,23.29,17.26,75.88,9.03,22523.36,0.55,1.0,1.2520278099652373,5.781818181818181,4048.6400000000003
8227,36.49,21.34,24.72,17.45,76.08,9.09,22523.18,0.51,1.0,1.222922636103152,6.294117647058823,4117.370000000001
8228,36.13,21.45,24.08,18.39,76.21,9.14,23143.92,0.54,1.0,1.166394779771615,5.981481481481481,4151.69
8229,36.36,21.16,25.81,17.47,75.0,9.37,23798.5,0.5,1.0,1.2112192329708071,6.62,4021.39
8230,37.23,22.18,25.63,15.7,74.62,9.4,23753.98,0.53,1.0,1.4127388535031848,6.301886792452829,4025.620000000001
8231,37.18,22.84,23.44,14.87,74.23,9.36,23555.98,0.54,1.0,1.535978480161399,6.259259259259259,4059.27
8232,36.66,21.56,24.57,15.54,74.68,9.06,22170.03,0.51,1.0,1.3873873873873874,6.6078431372549025,4302.85
8233,40.45,22.18,23.82,13.52,76.0,8.99,21651.65,0.52,1.0,1.6405325443786982,6.4230769230769225,4156.120000000001
8234,39.54,22.02,23.51,15.29,76.03,8.99,21543.22,0.56,1.0,1.4401569653368216,5.946428571428571,4214.04
